
=== 2026-05-21T18:03:10 ===
F:\TFM experimento\training\.venv\Scripts\python.exe F:\TFM experimento\training\scripts\train_cls_hparams.py --data F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard --model F:\TFM experimento\training\runs\classify\runs\domainmix_pd5_from_fieldaug_e25_e10\weights\best.pt --epochs 25 --imgsz 320 --batch 32 --workers 4 --device 0 --project runs/pareto --name p02_img320_lr5e4_wd5e4_augmed_e25 --optimizer AdamW --lr0 0.0005 --weight-decay 0.0005 --dropout 0.0 --freeze 0 --aug-profile medium --mixup 0.0 --cutmix 0.0
New https://pypi.org/project/ultralytics/8.4.52 available  Update with 'pip install -U ultralytics'
Ultralytics 8.4.50  Python-3.12.10 torch-2.12.0+cu126 CUDA:0 (NVIDIA GeForce RTX 3080, 10240MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, angle=1.0, augment=False, auto_augment=randaugment, batch=32, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, cls_pw=0.0, compile=False, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard, degrees=20, deterministic=True, device=0, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, end2end=None, epochs=25, erasing=0.25, exist_ok=False, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.035, hsv_s=0.65, hsv_v=0.55, imgsz=320, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.0005, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=F:\TFM experimento\training\runs\classify\runs\domainmix_pd5_from_fieldaug_e25_e10\weights\best.pt, momentum=0.937, mosaic=1.0, multi_scale=0.0, name=p02_img320_lr5e4_wd5e4_augmed_e25, nbs=64, nms=False, opset=None, optimize=False, optimizer=AdamW, overlap_mask=True, patience=10, perspective=0.0008, plots=True, pose=12.0, pretrained=True, profile=False, project=runs/pareto, rect=False, resume=False, retina_masks=False, rle=1.0, save=True, save_conf=False, save_crop=False, save_dir=F:\TFM experimento\training\runs\classify\runs\pareto\p02_img320_lr5e4_wd5e4_augmed_e25, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.35, seed=0, shear=6, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=classify, time=None, tracker=botsort.yaml, translate=0.12, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=4, workspace=None
[34m[1mtrain:[0m F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\train... found 15125 images in 10 classes  
ERROR [34m[1mval:[0m F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\val... found 69 images in 8 classes (requires 10 classes, not 8)
[34m[1mtest:[0m None...
                   from  n    params  module                                       arguments                     
  0                  -1  1       464  ultralytics.nn.modules.conv.Conv             [3, 16, 3, 2]                 
  1                  -1  1      4672  ultralytics.nn.modules.conv.Conv             [16, 32, 3, 2]                
  2                  -1  1      7360  ultralytics.nn.modules.block.C2f             [32, 32, 1, True]             
  3                  -1  1     18560  ultralytics.nn.modules.conv.Conv             [32, 64, 3, 2]                
  4                  -1  2     49664  ultralytics.nn.modules.block.C2f             [64, 64, 2, True]             
  5                  -1  1     73984  ultralytics.nn.modules.conv.Conv             [64, 128, 3, 2]               
  6                  -1  2    197632  ultralytics.nn.modules.block.C2f             [128, 128, 2, True]           
  7                  -1  1    295424  ultralytics.nn.modules.conv.Conv             [128, 256, 3, 2]              
  8                  -1  1    460288  ultralytics.nn.modules.block.C2f             [256, 256, 1, True]           
  9                  -1  1    343050  ultralytics.nn.modules.head.Classify         [256, 10]                     
YOLOv8n-cls summary: 56 layers, 1,451,098 parameters, 1,451,098 gradients, 3.4 GFLOPs
Transferred 158/158 items from pretrained weights
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.10.0 ms, read: 79.163.4 MB/s, size: 20.0 KB)
[K[34m[1mtrain: [0mScanning F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\train... 15125 images, 0 corrupt: 100% ━━━━━━━━━━━━ 15125/15125  0.0s
[34m[1mval: [0mFast image access  (ping: 0.10.0 ms, read: 432.5283.9 MB/s, size: 63.0 KB)
[K[34m[1mval: [0mScanning F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\val... 69 images, 0 corrupt: 100% ━━━━━━━━━━━━ 69/69  0.0s
[34m[1moptimizer:[0m AdamW(lr=0.0005, momentum=0.937) with parameter groups 26 weight(decay=0.0), 27 weight(decay=0.0005), 27 bias(decay=0.0)
Image sizes 320 train, 320 val
Using 4 dataloader workers
Logging results to [1mF:\TFM experimento\training\runs\classify\runs\pareto\p02_img320_lr5e4_wd5e4_augmed_e25[0m
Starting training for 25 epochs...
      Epoch    GPU_mem       loss  Instances       Size
[K       1/25     0.727G     0.3385         32        320: 0% ──────────── 0/473  1.1s
[K       9/25     0.939G     0.1025         32        320: 47% ━━━━━╸────── 224/473 13.5it/s 17.9s<18.4s
[K       9/25     0.939G     0.1024         32        320: 48% ━━━━━╸────── 226/473 12.3it/s 18.1s<20.0s
[K       9/25     0.939G     0.1019         32        320: 48% ━━━━━╸────── 228/473 14.1it/s 18.2s<17.3s
[K       9/25     0.939G     0.1017         32        320: 49% ━━━━━╸────── 230/473 12.9it/s 18.4s<18.8s
[K       9/25     0.939G     0.1013         32        320: 49% ━━━━━╸────── 232/473 12.0it/s 18.6s<20.2s
[K       9/25     0.939G     0.1011         32        320: 49% ━━━━━╸────── 234/473 11.4it/s 18.8s<20.9s
[K       9/25     0.939G     0.1018         32        320: 50% ━━━━━╸────── 236/473 10.9it/s 19.0s<21.7s
[K       9/25     0.939G      0.102         32        320: 50% ━━━━━━────── 238/473 13.0it/s 19.1s<18.1s
[K       9/25     0.939G     0.1017         32        320: 51% ━━━━━━────── 240/473 13.2it/s 19.3s<17.7s
[K       9/25     0.939G     0.1012         32        320: 51% ━━━━━━────── 242/473 13.6it/s 19.4s<17.0s
[K       9/25     0.939G     0.1016         32        320: 52% ━━━━━━────── 244/473 14.3it/s 19.6s<16.0s
[K       9/25     0.939G     0.1013         32        320: 52% ━━━━━━────── 246/473 11.8it/s 19.9s<19.2s
[K       9/25     0.939G     0.1005         32        320: 53% ━━━━━━────── 249/473 15.7it/s 20.0s<14.3s
[K       9/25     0.939G     0.1003         32        320: 53% ━━━━━━────── 250/473 12.8it/s 20.2s<17.4s
[K       9/25     0.939G     0.1001         32        320: 53% ━━━━━━────── 253/473 16.3it/s 20.3s<13.5s
[K       9/25     0.939G     0.1004         32        320: 54% ━━━━━━────── 254/473 12.2it/s 20.7s<18.0s
[K       9/25     0.939G     0.1008         32        320: 54% ━━━━━━╸───── 257/473 15.4it/s 20.8s<14.0s
[K       9/25     0.939G     0.1007         32        320: 55% ━━━━━━╸───── 258/473 11.9it/s 21.1s<18.0s
[K       9/25     0.939G     0.1014         32        320: 55% ━━━━━━╸───── 261/473 16.0it/s 21.2s<13.2s
[K       9/25     0.939G     0.1014         32        320: 55% ━━━━━━╸───── 262/473 12.6it/s 21.4s<16.8s
[K       9/25     0.939G      0.103         32        320: 56% ━━━━━━╸───── 265/473 16.2it/s 21.6s<12.8s
[K       9/25     0.939G     0.1036         32        320: 56% ━━━━━━╸───── 266/473 12.8it/s 21.8s<16.2s
[K       9/25     0.939G     0.1038         32        320: 57% ━━━━━━╸───── 269/473 17.1it/s 21.9s<12.0s
[K       9/25     0.939G     0.1038         32        320: 57% ━━━━━━╸───── 270/473 14.6it/s 22.0s<13.9s
[K       9/25     0.939G      0.104         32        320: 58% ━━━━━━╸───── 274/473 14.5it/s 22.3s<13.8s
[K       9/25     0.939G     0.1037         32        320: 59% ━━━━━━━───── 277/473 16.9it/s 22.4s<11.6s
[K       9/25     0.939G     0.1035         32        320: 59% ━━━━━━━───── 279/473 16.1it/s 22.5s<12.1s
[K       9/25     0.939G      0.103         32        320: 60% ━━━━━━━───── 282/473 16.0it/s 22.7s<12.0s
[K       9/25     0.939G     0.1025         32        320: 60% ━━━━━━━───── 285/473 19.8it/s 22.8s<9.5s
[K       9/25     0.939G     0.1022         32        320: 60% ━━━━━━━───── 286/473 15.6it/s 23.0s<12.0s
[K       9/25     0.939G     0.1019         32        320: 61% ━━━━━━━───── 290/473 16.6it/s 23.2s<11.0s
[K       9/25     0.939G     0.1018         32        320: 62% ━━━━━━━───── 294/473 14.9it/s 23.6s<12.0s
[K       9/25     0.939G     0.1014         32        320: 63% ━━━━━━━╸──── 298/473 16.5it/s 23.8s<10.6s
[K       9/25     0.939G     0.1015         32        320: 64% ━━━━━━━╸──── 301/473 19.2it/s 23.9s<9.0s
[K       9/25     0.939G     0.1017         32        320: 64% ━━━━━━━╸──── 302/473 14.8it/s 24.1s<11.6s
[K       9/25     0.939G     0.1014         32        320: 64% ━━━━━━━╸──── 305/473 18.8it/s 24.2s<8.9s
[K       9/25     0.939G     0.1017         32        320: 65% ━━━━━━━╸──── 307/473 17.7it/s 24.4s<9.4s
[K       9/25     0.939G     0.1013         32        320: 66% ━━━━━━━╸──── 310/473 16.7it/s 24.6s<9.8s
[K       9/25     0.939G     0.1012         32        320: 66% ━━━━━━━╸──── 314/473 17.9it/s 24.8s<8.9s
[K       9/25     0.939G     0.1009         32        320: 67% ━━━━━━━━──── 317/473 21.3it/s 24.9s<7.3s
[K       9/25     0.939G     0.1012         32        320: 67% ━━━━━━━━──── 318/473 16.8it/s 25.0s<9.2s
[K       9/25     0.939G     0.1006         32        320: 68% ━━━━━━━━──── 322/473 14.8it/s 25.4s<10.2s
[K       9/25     0.939G     0.1005         32        320: 69% ━━━━━━━━──── 325/473 17.6it/s 25.5s<8.4s
[K       9/25     0.939G     0.1003         32        320: 69% ━━━━━━━━──── 327/473 17.3it/s 25.7s<8.4s
[K       9/25     0.939G     0.1003         32        320: 70% ━━━━━━━━──── 330/473 15.6it/s 25.9s<9.1s
[K       9/25     0.939G     0.1003         32        320: 71% ━━━━━━━━──── 334/473 15.8it/s 26.2s<8.8s
[K       9/25     0.939G        0.1         32        320: 71% ━━━━━━━━╸─── 337/473 19.2it/s 26.3s<7.1s
[K       9/25     0.939G     0.1001         32        320: 71% ━━━━━━━━╸─── 338/473 14.2it/s 26.7s<9.5s
[K       9/25     0.939G    0.09978         32        320: 72% ━━━━━━━━╸─── 341/473 18.4it/s 26.8s<7.2s
[K       9/25     0.939G        0.1         32        320: 72% ━━━━━━━━╸─── 342/473 15.0it/s 26.9s<8.7s
[K       9/25     0.939G    0.09983         32        320: 73% ━━━━━━━━╸─── 345/473 16.5it/s 27.1s<7.8s
[K       9/25     0.939G    0.09967         32        320: 73% ━━━━━━━━╸─── 346/473 13.3it/s 27.2s<9.5s
[K       9/25     0.939G    0.09942         32        320: 74% ━━━━━━━━╸─── 349/473 15.2it/s 27.4s<8.1s
[K       9/25     0.939G    0.09922         32        320: 74% ━━━━━━━━╸─── 350/473 12.9it/s 27.5s<9.6s
[K       9/25     0.939G    0.09918         32        320: 75% ━━━━━━━━╸─── 353/473 17.7it/s 27.6s<6.8s
[K       9/25     0.939G    0.09922         32        320: 75% ━━━━━━━━╸─── 354/473 14.3it/s 27.8s<8.3s
[K       9/25     0.939G    0.09872         32        320: 76% ━━━━━━━━━─── 358/473 14.7it/s 28.0s<7.8s
[K       9/25     0.939G    0.09887         32        320: 76% ━━━━━━━━━─── 361/473 16.8it/s 28.2s<6.6s
[K       9/25     0.939G    0.09899         32        320: 77% ━━━━━━━━━─── 362/473 12.9it/s 28.5s<8.6s
[K       9/25     0.939G    0.09941         32        320: 77% ━━━━━━━━━─── 365/473 15.9it/s 28.6s<6.8s
[K       9/25     0.939G    0.09932         32        320: 77% ━━━━━━━━━─── 366/473 13.4it/s 28.7s<8.0s
[K       9/25     0.939G    0.09962         32        320: 78% ━━━━━━━━━─── 368/473 13.2it/s 28.9s<8.0s
[K       9/25     0.939G    0.09944         32        320: 78% ━━━━━━━━━─── 370/473 13.2it/s 29.0s<7.8s
[K       9/25     0.939G    0.09918         32        320: 79% ━━━━━━━━━─── 373/473 17.5it/s 29.1s<5.7s
[K       9/25     0.939G    0.09914         32        320: 79% ━━━━━━━━━─── 374/473 13.7it/s 29.3s<7.2s
[K       9/25     0.939G    0.09946         32        320: 79% ━━━━━━━━━╸── 376/473 15.3it/s 29.5s<6.3s
[K       9/25     0.939G    0.09992         32        320: 80% ━━━━━━━━━╸── 378/473 14.5it/s 29.6s<6.6s
[K       9/25     0.939G     0.1001         32        320: 81% ━━━━━━━━━╸── 381/473 13.5it/s 29.9s<6.8s
[K       9/25     0.939G    0.09987         32        320: 81% ━━━━━━━━━╸── 383/473 15.4it/s 30.0s<5.8s
[K       9/25     0.939G    0.09949         32        320: 81% ━━━━━━━━━╸── 385/473 14.5it/s 30.1s<6.1s
[K       9/25     0.939G     0.0996         32        320: 82% ━━━━━━━━━╸── 386/473 12.7it/s 30.3s<6.8s
[K       9/25     0.939G    0.09954         32        320: 82% ━━━━━━━━━╸── 387/473 11.6it/s 30.4s<7.4s
[K       9/25     0.939G    0.09936         32        320: 82% ━━━━━━━━━╸── 389/473 13.3it/s 30.5s<6.3s
[K       9/25     0.939G    0.09927         32        320: 82% ━━━━━━━━━╸── 390/473 10.7it/s 30.7s<7.8s
[K       9/25     0.939G    0.09913         32        320: 83% ━━━━━━━━━╸── 392/473 11.5it/s 30.9s<7.0s
[K       9/25     0.939G      0.099         32        320: 83% ━━━━━━━━━╸── 393/473 9.6it/s 31.1s<8.3s
[K       9/25     0.939G    0.09946         32        320: 84% ━━━━━━━━━━── 396/473 14.3it/s 31.2s<5.4s
[K       9/25     0.939G    0.09937         32        320: 84% ━━━━━━━━━━── 397/473 11.3it/s 31.4s<6.7s
[K       9/25     0.939G    0.09907         32        320: 85% ━━━━━━━━━━── 400/473 15.4it/s 31.5s<4.7s
[K       9/25     0.939G    0.09889         32        320: 85% ━━━━━━━━━━── 401/473 12.9it/s 31.7s<5.6s
[K       9/25     0.939G    0.09893         32        320: 85% ━━━━━━━━━━── 404/473 16.2it/s 31.8s<4.3s
[K       9/25     0.939G     0.0989         32        320: 86% ━━━━━━━━━━── 405/473 12.4it/s 32.1s<5.5s
[K       9/25     0.939G    0.09825         32        320: 86% ━━━━━━━━━━── 409/473 12.8it/s 32.4s<5.0s
[K       9/25     0.939G    0.09827         32        320: 87% ━━━━━━━━━━── 412/473 16.6it/s 32.5s<3.7s
[K       9/25     0.939G     0.0988         32        320: 87% ━━━━━━━━━━── 413/473 12.8it/s 32.7s<4.7s
[K       9/25     0.939G    0.09959         32        320: 88% ━━━━━━━━━━╸─ 416/473 16.5it/s 32.9s<3.5s
[K       9/25     0.939G    0.09948         32        320: 88% ━━━━━━━━━━╸─ 417/473 12.9it/s 33.1s<4.3s
[K       9/25     0.939G    0.09955         32        320: 89% ━━━━━━━━━━╸─ 421/473 12.8it/s 33.4s<4.1s
[K       9/25     0.939G     0.0995         32        320: 90% ━━━━━━━━━━╸─ 425/473 13.0it/s 33.7s<3.7s
[K       9/25     0.939G    0.09917         32        320: 91% ━━━━━━━━━━╸─ 429/473 15.9it/s 33.9s<2.8s
[K       9/25     0.939G    0.09895         32        320: 92% ━━━━━━━━━━╸─ 433/473 15.3it/s 34.2s<2.6s
[K       9/25     0.939G    0.09879         32        320: 92% ━━━━━━━━━━━─ 437/473 16.5it/s 34.4s<2.2s
[K       9/25     0.939G    0.09985         32        320: 93% ━━━━━━━━━━━─ 440/473 19.5it/s 34.5s<1.7s
[K       9/25     0.939G    0.09978         32        320: 93% ━━━━━━━━━━━─ 441/473 14.5it/s 34.8s<2.2s
[K       9/25     0.939G    0.09967         32        320: 94% ━━━━━━━━━━━─ 445/473 14.8it/s 35.1s<1.9s
[K       9/25     0.939G    0.09961         32        320: 95% ━━━━━━━━━━━─ 448/473 19.2it/s 35.2s<1.3s
[K       9/25     0.939G    0.09984         32        320: 95% ━━━━━━━━━━━─ 449/473 15.0it/s 35.4s<1.6s
[K       9/25     0.939G     0.1005         32        320: 96% ━━━━━━━━━━━─ 453/473 16.9it/s 35.6s<1.2s
[K       9/25     0.939G     0.1002         32        320: 97% ━━━━━━━━━━━╸ 457/473 14.0it/s 36.1s<1.1s
[K       9/25     0.939G     0.1001         32        320: 97% ━━━━━━━━━━━╸ 460/473 17.9it/s 36.2s<0.7s
[K       9/25     0.939G     0.1001         32        320: 97% ━━━━━━━━━━━╸ 461/473 14.4it/s 36.4s<0.8s
[K       9/25     0.939G    0.09999         32        320: 98% ━━━━━━━━━━━╸ 464/473 17.3it/s 36.5s<0.5s
[K       9/25     0.939G     0.1002         32        320: 98% ━━━━━━━━━━━╸ 465/473 13.2it/s 36.8s<0.6s
[K       9/25     0.939G     0.1005         32        320: 99% ━━━━━━━━━━━╸ 469/473 13.3it/s 37.1s<0.3s
[K       9/25     0.939G     0.1016         21        320: 100% ━━━━━━━━━━━╸ 472/473 16.4it/s 37.2s<0.1s
[K       9/25     0.939G     0.1016         21        320: 100% ━━━━━━━━━━━━ 473/473 12.7it/s 37.2s


[K               classes   top1_acc   top5_acc: 100% ━━━━━━━━━━━━ 2/2 69.1it/s 0.0s

                   all      0.493       0.71



      Epoch    GPU_mem       loss  Instances       Size


[K      10/25     0.939G      0.167         32        320: 0% ──────────── 2/473 5.9it/s 0.1s<1:20
[K      10/25     0.939G     0.1506         32        320: 1% ──────────── 4/473 7.7it/s 0.3s<1:01
[K      10/25     0.939G     0.1417         32        320: 1% ──────────── 7/473 14.3it/s 0.4s<32.5s
[K      10/25     0.939G     0.1335         32        320: 2% ──────────── 8/473 10.8it/s 0.8s<43.2s
[K      10/25     0.939G     0.1212         32        320: 2% ──────────── 10/473 12.9it/s 0.9s<35.8s
[K      10/25     0.939G     0.1066         32        320: 3% ──────────── 12/473 12.1it/s 1.1s<38.3s
[K      10/25     0.939G     0.1047         32        320: 3% ──────────── 15/473 14.7it/s 1.2s<31.1s
[K      10/25     0.939G     0.1014         32        320: 3% ──────────── 16/473 12.0it/s 1.4s<37.9s
[K      10/25     0.939G     0.1109         32        320: 4% ──────────── 18/473 14.1it/s 1.5s<32.4s
[K      10/25     0.939G     0.1036         32        320: 4% ╸─────────── 20/473 14.0it/s 1.7s<32.4s
[K      10/25     0.939G    0.09915         32        320: 5% ╸─────────── 24/473 13.5it/s 2.0s<33.4s
[K      10/25     0.939G    0.09552         32        320: 6% ╸─────────── 27/473 16.6it/s 2.1s<26.8s
[K      10/25     0.939G     0.1063         32        320: 6% ╸─────────── 28/473 12.4it/s 2.5s<35.8s
[K      10/25     0.939G     0.1099         32        320: 7% ╸─────────── 31/473 17.0it/s 2.6s<25.9s
[K      10/25     0.939G     0.1093         32        320: 7% ╸─────────── 32/473 13.1it/s 2.8s<33.7s
[K      10/25     0.939G     0.1117         32        320: 7% ╸─────────── 34/473 14.3it/s 3.0s<30.7s
[K      10/25     0.939G      0.109         32        320: 8% ╸─────────── 36/473 13.3it/s 3.1s<32.9s
[K      10/25     0.939G     0.1171         32        320: 8% ╸─────────── 38/473 14.1it/s 3.3s<30.8s
[K      10/25     0.939G     0.1155         32        320: 8% ━─────────── 40/473 13.4it/s 3.4s<32.2s
[K      10/25     0.939G     0.1118         32        320: 9% ━─────────── 42/473 13.2it/s 3.6s<32.8s
[K      10/25     0.939G     0.1097         32        320: 9% ━─────────── 44/473 11.2it/s 3.9s<38.2s
[K      10/25     0.939G     0.1094         32        320: 10% ━─────────── 45/473 8.8it/s 4.2s<48.5s
[K      10/25     0.939G     0.1071         32        320: 10% ━─────────── 48/473 12.9it/s 4.3s<32.9s
[K      10/25     0.939G      0.105         32        320: 11% ━─────────── 50/473 14.6it/s 4.5s<28.9s
[K      10/25     0.939G      0.103         32        320: 11% ━─────────── 52/473 16.1it/s 4.6s<26.1s
[K      10/25     0.939G     0.1027         32        320: 11% ━─────────── 53/473 13.5it/s 4.7s<31.1s
[K      10/25     0.939G     0.1038         32        320: 12% ━─────────── 56/473 12.7it/s 5.0s<32.8s
[K      10/25     0.939G     0.1012         32        320: 12% ━─────────── 58/473 13.4it/s 5.1s<30.9s
[K      10/25     0.939G     0.1013         32        320: 13% ━╸────────── 60/473 13.5it/s 5.2s<30.6s
[K      10/25     0.939G    0.09904         32        320: 13% ━╸────────── 62/473 14.3it/s 5.4s<28.7s
[K      10/25     0.939G     0.1002         32        320: 14% ━╸────────── 64/473 13.8it/s 5.5s<29.7s
[K      10/25     0.939G     0.1002         32        320: 14% ━╸────────── 65/473 12.4it/s 5.6s<32.8s
[K      10/25     0.939G    0.09906         32        320: 14% ━╸────────── 68/473 13.8it/s 5.8s<29.3s
[K      10/25     0.939G    0.09796         32        320: 15% ━╸────────── 69/473 11.6it/s 6.0s<34.7s
[K      10/25     0.939G    0.09732         32        320: 15% ━╸────────── 72/473 15.0it/s 6.1s<26.8s
[K      10/25     0.939G    0.09627         32        320: 15% ━╸────────── 73/473 12.0it/s 6.3s<33.4s
[K      10/25     0.939G    0.09481         32        320: 16% ━╸────────── 76/473 13.0it/s 6.5s<30.4s
[K      10/25     0.939G    0.09371         32        320: 16% ━╸────────── 77/473 11.4it/s 6.6s<34.7s
[K      10/25     0.939G    0.09239         32        320: 17% ━━────────── 80/473 10.8it/s 6.9s<36.3s
[K      10/25     0.939G    0.09503         32        320: 18% ━━────────── 83/473 15.3it/s 7.1s<25.5s
[K      10/25     0.939G    0.09519         32        320: 18% ━━────────── 84/473 11.7it/s 7.4s<33.2s
[K      10/25     0.939G    0.09328         32        320: 19% ━━────────── 88/473 11.9it/s 7.7s<32.4s
[K      10/25     0.939G    0.09263         32        320: 19% ━━────────── 91/473 16.8it/s 7.8s<22.8s
[K      10/25     0.939G    0.09167         32        320: 19% ━━────────── 92/473 13.6it/s 7.9s<28.1s
[K      10/25     0.939G    0.09463         32        320: 20% ━━────────── 94/473 13.9it/s 8.1s<27.2s
[K      10/25     0.939G    0.09483         32        320: 20% ━━────────── 96/473 13.7it/s 8.2s<27.5s
[K      10/25     0.939G    0.09322         32        320: 21% ━━────────── 98/473 13.8it/s 8.4s<27.1s
[K      10/25     0.939G    0.09192         32        320: 21% ━━╸───────── 100/473 12.1it/s 8.6s<30.9s
[K      10/25     0.939G    0.09121         32        320: 21% ━━╸───────── 101/473 9.9it/s 8.8s<37.4s
[K      10/25     0.939G    0.09011         32        320: 22% ━━╸───────── 104/473 13.6it/s 9.0s<27.0s
[K      10/25     0.939G    0.08984         32        320: 22% ━━╸───────── 105/473 11.0it/s 9.2s<33.4s
[K      10/25     0.939G    0.09079         32        320: 23% ━━╸───────── 108/473 12.1it/s 9.4s<30.2s
[K      10/25     0.939G    0.09076         32        320: 23% ━━╸───────── 109/473 10.6it/s 9.5s<34.2s
[K      10/25     0.939G    0.08994         32        320: 24% ━━╸───────── 112/473 12.7it/s 9.7s<28.4s
[K      10/25     0.939G    0.08995         32        320: 24% ━━╸───────── 113/473 11.1it/s 9.8s<32.4s
[K      10/25     0.939G    0.08947         32        320: 25% ━━╸───────── 116/473 10.0it/s 10.2s<35.7s
[K      10/25     0.939G    0.09109         32        320: 25% ━━━───────── 119/473 13.9it/s 10.4s<25.5s
[K      10/25     0.939G    0.09212         32        320: 25% ━━━───────── 120/473 11.7it/s 10.5s<30.2s
[K      10/25     0.939G    0.09233         32        320: 26% ━━━───────── 123/473 15.6it/s 10.6s<22.5s
[K      10/25     0.939G    0.09394         32        320: 26% ━━━───────── 124/473 12.8it/s 10.8s<27.2s
[K      10/25     0.939G    0.09389         32        320: 27% ━━━───────── 126/473 13.7it/s 10.9s<25.3s
[K      10/25     0.939G    0.09509         32        320: 27% ━━━───────── 128/473 11.5it/s 11.2s<29.9s
[K      10/25     0.939G    0.09477         32        320: 28% ━━━───────── 131/473 14.8it/s 11.4s<23.2s
[K      10/25     0.939G    0.09437         32        320: 28% ━━━───────── 132/473 12.1it/s 11.5s<28.3s
[K      10/25     0.939G     0.0949         32        320: 29% ━━━───────── 135/473 15.9it/s 11.6s<21.2s
[K      10/25     0.939G    0.09581         32        320: 29% ━━━───────── 136/473 12.7it/s 11.8s<26.5s
[K      10/25     0.939G    0.09527         32        320: 29% ━━━╸──────── 139/473 15.7it/s 12.0s<21.3s
[K      10/25     0.939G    0.09541         32        320: 30% ━━━╸──────── 140/473 12.6it/s 12.2s<26.3s
[K      10/25     0.939G    0.09573         32        320: 30% ━━━╸──────── 142/473 13.8it/s 12.3s<23.9s
[K      10/25     0.939G    0.09547         32        320: 30% ━━━╸──────── 144/473 11.1it/s 12.7s<29.8s
[K      10/25     0.939G    0.09509         32        320: 31% ━━━╸──────── 146/473 13.3it/s 12.8s<24.5s
[K      10/25     0.939G    0.09643         32        320: 31% ━━━╸──────── 148/473 11.5it/s 13.1s<28.2s
[K      10/25     0.939G    0.09647         32        320: 32% ━━━╸──────── 150/473 13.2it/s 13.2s<24.4s
[K      10/25     0.939G    0.09683         32        320: 32% ━━━╸──────── 152/473 12.3it/s 13.4s<26.1s
[K      10/25     0.939G    0.09624         32        320: 33% ━━━╸──────── 154/473 14.6it/s 13.5s<21.9s
[K      10/25     0.939G    0.09734         32        320: 33% ━━━╸──────── 156/473 12.0it/s 13.8s<26.4s
[K      10/25     0.939G    0.09748         32        320: 33% ━━━━──────── 158/473 12.7it/s 14.0s<24.8s
[K      10/25     0.939G    0.09742         32        320: 34% ━━━━──────── 160/473 11.5it/s 14.2s<27.3s
[K      10/25     0.939G    0.09695         32        320: 34% ━━━━──────── 162/473 13.9it/s 14.3s<22.4s
[K      10/25     0.939G    0.09636         32        320: 35% ━━━━──────── 164/473 13.1it/s 14.5s<23.5s
[K      10/25     0.939G    0.09579         32        320: 36% ━━━━──────── 168/473 12.4it/s 14.9s<24.5s
[K      10/25     0.939G     0.0947         32        320: 36% ━━━━──────── 171/473 16.1it/s 15.0s<18.7s
[K      10/25     0.939G    0.09501         32        320: 36% ━━━━──────── 172/473 13.0it/s 15.2s<23.2s
[K      10/25     0.939G     0.0954         32        320: 37% ━━━━──────── 176/473 10.8it/s 15.9s<27.5s
[K      10/25     0.939G    0.09467         32        320: 38% ━━━━╸─────── 179/473 16.3it/s 16.0s<18.1s
[K      10/25     0.939G    0.09438         32        320: 38% ━━━━╸─────── 180/473 14.2it/s 16.1s<20.7s
[K      10/25     0.939G    0.09395         32        320: 39% ━━━━╸─────── 184/473 13.7it/s 16.4s<21.0s
[K      10/25     0.939G    0.09395         32        320: 40% ━━━━╸─────── 187/473 17.6it/s 16.5s<16.2s
[K      10/25     0.939G      0.094         32        320: 40% ━━━━╸─────── 188/473 13.2it/s 16.8s<21.6s
[K      10/25     0.939G    0.09335         32        320: 41% ━━━━╸─────── 192/473 12.6it/s 17.2s<22.3s
[K      10/25     0.939G    0.09278         32        320: 41% ━━━━╸─────── 196/473 13.7it/s 17.4s<20.2s
[K      10/25     0.939G    0.09337         32        320: 42% ━━━━━─────── 199/473 17.7it/s 17.6s<15.5s
[K      10/25     0.939G    0.09333         32        320: 42% ━━━━━─────── 200/473 13.2it/s 17.9s<20.7s
[K      10/25     0.939G    0.09265         32        320: 43% ━━━━━─────── 204/473 14.0it/s 18.2s<19.2s
[K      10/25     0.939G    0.09224         32        320: 44% ━━━━━─────── 207/473 17.6it/s 18.3s<15.1s
